,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
553,553,2788781,10/9/2020,10/9/2020,15:00:00,16:26:58,"358,033","4,116,903","86,967","101,4","106,4",A,6,A6,aflopend,Urk,Ketelbrug,Emmeloord,Lelystad,Ongeval vrachtwagen (met opruim/berging),"[Ongeval met vrachtwagen(s) 5], [Opruimingswerkzaamheden 41], [Eerder(e) ongeval(len) 40]","[ACH], [OCL], [ACA]",ACH,Ongeval met vrachtwagen(s),Ongeval vrachtwagen,Ongeval,Ongeval,"[[5.67000075, 52.63321012], [5.670351522000001, 52.63314602], [5.67042748, 52.63406647], [5.670772531, 52.63400777], [5.67084601, 52.63492694], [5.671194143999999, 52.63487797], [5.671240417000001, 52.63581002], [5.671565802999999, 52.63571906], [5.6715976999999995, 52.63667220000001], [5.671935852000001, 52.63660355], [5.671950915, 52.63752452], [5.67230987, 52.63748283], [5.672317876, 52.63840996], [5.672664362999999, 52.63833995], [5.672678909, 52.63928107], [5.67302367, 52.63920819], [5.673033652000001, 52.64013697], [5.673395795, 52.64008943], [5.673395815, 52.64100708], [5.673764229, 52.64094828], [5.674114837, 52.64183535], [5.6737933510000005, 52.64188703], [5.674497059, 52.64270614], [5.6741859660000005, 52.64276436], [5.6748979010000005, 52.64357985], [5.67457676, 52.64362734], [5.675306276000001, 52.64445298], [5.674972981, 52.64450228], [5.675394265, 52.64538446], [5.6757083029999995, 52.64530636], [5.6761456610000005, 52.64613769], [5.675815967999999, 52.64621079], [5.676611341, 52.64700638], [5.676287847999999, 52.64704797], [5.677108794, 52.64785047], [5.676808736, 52.64790659], [5.677645611, 52.64871407], [5.6773210579999995, 52.64874683], [5.678174674, 52.64953478], [5.677890435, 52.64960472], [5.678752662000001, 52.65033677], [5.678467897999999, 52.65041517], [5.67941352, 52.65118445], [5.679124911000001, 52.65124295], [5.680082072, 52.65196989], [5.6797904379999995, 52.652047399999994], [5.680765422, 52.65274596], [5.680468857999999, 52.65281389], [5.681487985, 52.65351936], [5.681199003, 52.65359466], [5.6822577270000005, 52.65429447], [5.681969623, 52.65439771], [5.683069191, 52.65505045], [5.682776305, 52.65514846], [5.683865142999999, 52.65577914], [5.683603464, 52.65589429], [5.6847569810000005, 52.65652124], [5.68446482, 52.65663120000001], [5.685648747, 52.65723981], [5.685364532, 52.65736011], [5.6865448789999995, 52.65793532], [5.686287742999999, 52.65806072], [5.687479219, 52.65861837], [5.687200911000001, 52.65874942], [5.688458147, 52.65931402], [5.688178197999999, 52.65942154], [5.6894254360000005, 52.65995889], [5.68918654, 52.66008088], [5.690467675, 52.66060600000001], [5.6902116220000005, 52.66073917], [5.691493647000001, 52.66122833], [5.691268012999999, 52.66137867], [5.6925611289999996, 52.66185557], [5.6923261389999995, 52.66200814], [5.6936706720000005, 52.66245656], [5.69343002, 52.66259623], [5.694800527999999, 52.66304108], [5.694561857, 52.66318916], [5.695914309, 52.66359702], [5.695706672000001, 52.66375244], [5.697086013, 52.66415657], [5.696859081, 52.66431942], [5.698185504, 52.66467779999999], [5.698023094, 52.66486546], [5.699434713, 52.66524421], [5.699216496, 52.66540582], [5.700621536, 52.66577434], [5.7004021289999995, 52.66593039], [5.70178871, 52.66629565], [5.701626421, 52.66647204], [5.703038104, 52.66682558], [5.702821444, 52.66698498], [5.704245814, 52.66733541], [5.704039937, 52.66749949], [5.705463162000001, 52.66784928], [5.705269402000001, 52.66801861], [5.706675732999999, 52.66836111], [5.706452572000001, 52.66851816], [5.707897941000001, 52.66887699], [5.707726772999999, 52.66905611], [5.709094212999999, 52.669381900000005], [5.708904082, 52.66955314]]",52.0
554,554,2788422,10/7/2020,10/7/2020,8:09:00,8:26:59,"35,967","2,000,000","17,983","103,5","101,5",A,50,A50,oplopend,Son En Breugel,Sint-Oedenrode,Eindhoven,Oss,Ongeval(len),[Ongeval(len) 18],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[5.4759534489999995, 51.53195347], [5.475768262000001, 51.53202208], [5.476919325, 51.53262379], [5.476750139, 51.53268006], [5.477946596000001, 51.533336799999994], [5.477696197, 51.53335751], [5.478848445, 51.5340386], [5.478577724, 51.53406808], [5.479612371, 51.53475769], [5.479385698, 51.53481192], [5.480359677999999, 51.53557006], [5.4800984029999995, 51.53559264], [5.4809986120000005, 51.53637665], [5.480743525, 51.53639625], [5.481553156, 51.53720671], [5.48129283, 51.53722513], [5.482012117000001, 51.53805915], [5.4817277110000004, 51.53808243], [5.482361203, 51.53893182], [5.482095683, 51.53895244], [5.482609256, 51.53981728], [5.482275985, 51.53984506], [5.482750909, 51.54070857], [5.48245161, 51.54072461], [5.482859052999999, 51.5416], [5.48259308, 51.54159088], [5.482833816, 51.54250389], [5.482606914, 51.54250026], [5.482728949, 51.54339513], [5.482502172, 51.54339111], [5.482519795, 51.54428635], [5.482291056, 51.54429063], [5.482220167, 51.54516779], [5.482009586, 51.54512305], [5.481820292999999, 51.5460362], [5.481598047, 51.5460336], [5.481371372000001, 51.54688348], [5.481180021, 51.54684854], [5.480927338, 51.54773181], [5.480737886, 51.54770288], [5.480481848999999, 51.54858817], [5.4802880620000005, 51.54856379]]",58.0
555,555,2788809,10/9/2020,10/9/2020,16:30:00,16:36:04,"12,133","2,000,000","6,067","25,0","23,0",A,58,A58,oplopend,Brug Over Het Wilhelminakanaal Hm 20.7,Moergestel,Eindhoven,Tilburg,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.268128104, 51.51001604], [5.268060898, 51.50993094], [5.26681828, 51.5103901], [5.266764803, 51.51030515], [5.265524525, 51.51078516], [5.265457219, 51.5107066], [5.264235571, 51.51118649], [5.264152655, 51.51111192], [5.262946595, 51.51158781], [5.262874755, 51.51150892], [5.26165761, 51.51198912], [5.261593026, 51.5119071], [5.2603109880000005, 51.51240834], [5.260231169, 51.51233014], [5.259079543, 51.51279168], [5.259025681000001, 51.51270459], [5.257790476, 51.51319295], [5.257732436, 51.51310628], [5.256501386, 51.51359420000001], [5.2564277210000006, 51.51351151], [5.255212273, 51.51399543], [5.2551497000000005, 51.51390843], [5.253923151, 51.51439666], [5.253867836, 51.51430652], [5.252635731, 51.51479969], [5.252559435, 51.51470714], [5.2513434210000005, 51.51519694], [5.251283302, 51.51510053], [5.250051088, 51.51559418], [5.249988041, 51.51549979999999], [5.248758733, 51.5159914], [5.248688965, 51.51590022], [5.247466355, 51.51638861], [5.247363101, 51.51630888], [5.246173955, 51.516785799999994], [5.2461097930000005, 51.51669516], [5.244881532, 51.51718298], [5.244806841, 51.51709671], [4.429404803, 51.52889428], [5.243589086, 51.51758015], [5.2435000160000005, 51.51749943], [4.428124331, 51.52848707], [5.2422970630000005, 51.51797786], [5.242208699, 51.51789776]]",7.0
556,556,2788621,10/8/2020,10/8/2020,16:34:00,16:35:06,"2,200","2,000,000","1,100","30,8","28,8",A,10,A10,oplopend,Coentunnel,Coenplein,De Nieuwe Meer,Watergraafsmeer,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.85438293, 52.40478577], [4.8537396930000005, 52.40506062], [4.855253441, 52.40552873], [4.85467327, 52.40572788], [4.8560747410000005, 52.40622711], [4.855657492, 52.40641428], [4.856939505, 52.40694175], [4.856537302, 52.40711285], [4.857827502, 52.40764278], [4.857425774, 52.40781818], [4.858704583, 52.40833475], [4.858321397, 52.40852892], [4.85961906, 52.40907289], [4.8592121310000005, 52.4092699], [4.8604691419999995, 52.40982288], [4.86003832, 52.41003533], [4.860793967, 52.41080899], [4.861304989, 52.41064034], [4.861541514, 52.411583799999995], [4.862032092, 52.41140576], [4.862276497, 52.41236313], [4.862777383, 52.41218628], [4.863011505, 52.41314245], [4.863513712, 52.41295014], [4.863732607, 52.41392661], [4.864248528, 52.41371729], [4.864451668, 52.41471148], [4.8650249819999996, 52.41452292], [4.865185249, 52.41549119], [4.865764174, 52.41528985], [4.865948393, 52.41626035], [4.866518566, 52.41607262], [4.866711549, 52.4170295], [4.867261274, 52.41684372], [4.867445945, 52.41780904], [4.868009205, 52.41762027], [4.868117646, 52.41852564], [4.868710125, 52.41835284], [4.869441449, 52.41906431], [4.868862585, 52.41928911], [4.870257351, 52.41972043], [4.869686231, 52.42003942]]",105.0
557,557,2788762,10/9/2020,10/9/2020,13:11:00,13:44:05,"95,200","2,877,582","33,083","32,0","34,0",A,20,A20,aflopend,Rotterdam-Crooswijk,Rotterdam-Noord,Gouda,Hoek van Holland,Ongeval met vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval met vrachtwagen(s) 18], [Eerder(e) ongeval(len) 14]","[000], [ACH], [ACA]",ACH,Ongeval met vrachtwagen(s),Ongeval vrachtwagen,Ongeval,Ongeval,"[[4.47859083, 51.94151776], [4.478624783, 51.94137434], [4.480098437, 51.94152801], [4.479986464, 51.94166987], [4.4815283610000005, 51.94166757], [4.481427576000001, 51.94182386], [4.482930089, 51.9417958], [4.482802124, 51.94195217], [4.48432498, 51.94192083], [4.484295254, 51.9420792], [4.485779432, 51.94205117], [4.485738496000001, 51.94220163], [4.487235677, 51.94218458], [4.487229929, 51.94233642], [4.48868058, 51.94240483], [4.4885792769999995, 51.94254095], [4.489955169, 51.94274745], [4.489887459, 51.94288756], [4.491261215, 51.94325085], [4.49111933, 51.94338595], [4.49243908, 51.94377541], [4.492292878, 51.94389879], [4.493627836, 51.94429268], [4.493480883, 51.94442611], [4.4948962230000005, 51.94467897], [4.494811989, 51.94483223], [4.496279087, 51.94492733], [4.496240865, 51.945087799999996], [4.497671779, 51.94510178], [4.497756251, 51.94526878], [4.499130247, 51.94526486], [4.499059356, 51.94541406], [4.500550555, 51.94542366], [4.500503808, 51.94556436], [4.501979683, 51.94558343], [4.501936518, 51.94570866], [4.503450141, 51.94574779], [4.5033639889999995, 51.94586094], [4.504881685, 51.94590779], [4.504788497, 51.946023100000005], [4.50627523, 51.94606566], [4.506204762, 51.946210799999996]]",62.0
558,558,2788892,10/10/2020,10/10/2020,14:08:00,14:20:30,"25,000","2,000,000","12,500","32,9","34,9",A,1,A1,aflopend,Baarn,Soest,Amersfoort,Amsterdam,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 9], [Eerder(e) ongeval(len) 3]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[5.282776581999999, 52.22338664], [5.282730992, 52.22319987], [5.284246915, 52.22327147], [5.284179518, 52.22308922], [5.285683232, 52.22311657], [5.285612371, 52.22294252], [5.287101383, 52.22295272], [5.287052805, 52.22275913], [5.288546222, 52.22274662], [5.288464833, 52.22255728], [5.289977481, 52.22251401], [5.289880327, 52.22231684], [5.291383955, 52.22224442], [5.2912757930000005, 52.22204603], [5.292751481, 52.22195571], [5.292655216, 52.22176872], [5.294141757, 52.2216683], [5.294043155, 52.22148386], [5.295411747, 52.22120487], [5.29554974, 52.2213725], [5.29692881, 52.22107993], [5.296833035, 52.22091119], [5.2983050480000005, 52.22078241], [5.298202003, 52.22061658], [5.2996822880000005, 52.22048661], [5.299559212, 52.22032449], [5.301062979, 52.22019005], [5.300957436, 52.22002513], [5.302348111000001, 52.21973016], [5.302444738, 52.21989968], [5.303729925, 52.21943705], [5.303810353, 52.21960881], [5.305098926, 52.21914664], [5.305180324, 52.21931873], [5.306494524, 52.21885057], [5.30657609, 52.21902098], [5.307966546, 52.21872844], [5.307850244, 52.21855302], [5.309339904, 52.2184371], [5.3092498710000005, 52.21825797], [5.310740093, 52.21814771], [5.310634282, 52.21796725]]",102.0
559,559,2788724,10/9/2020,10/9/2020,7:59:00,7:59:12,"0,400","2,000,000","0,200","69,1","71,1",A,2,A2,aflopend,Nieuwegein-Zuid,Nieuwegein,'s-Hertogenbosch,Utrecht,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 0],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.0666358780000005, 52.01832461], [5.066957779, 52.01841555], [5.067052642, 52.01747176], [5.067416475, 52.01759373], [5.067516298999999, 52.0166145], [5.06790009, 52.01670288], [5.068063726, 52.01580057], [5.068374997, 52.01591545], [5.068600116, 52.014962700000005], [5.068956015, 52.01506118], [5.069142735, 52.01411449], [5.069468591000001, 52.01420091], [5.069658104, 52.01330212], [5.069955262, 52.01338186], [5.070144555, 52.01247102], [5.0704909780000005, 52.01252717], [5.070653081000001, 52.01152076], [5.070965921, 52.011725899999995], [5.071115456, 52.01068225], [5.071475297, 52.0108685], [5.071584138, 52.00983706], [5.071929631000001, 52.01000416], [5.071996353, 52.009082299999996], [5.0723628739999995, 52.00917884], [5.072468738, 52.00823389], [5.072811483, 52.00832421], [5.072911907, 52.00739538], [5.073253536, 52.00748204], [5.073280498, 52.00661402], [5.073693269, 52.00664425], [5.073713896, 52.00573123], [5.074171186, 52.00573367], [5.07411147, 52.00486857], [5.074633699, 52.00482799], [5.074953594, 52.00398641], [5.074538655, 52.00392167], [5.075230734, 52.00320774], [5.074860074, 52.00304243], [5.075585713, 52.00232274], [5.075168892, 52.00217883], [5.075957015, 52.00145689], [5.075612567, 52.00131237]]",41.0
560,560,2788778,10/9/2020,10/9/2020,14:30:00,15:07:04,"124,433","3,357,014","37,067","126,2","122,2",A,12,A12,oplopend,Grijsoord,Waterberg,Utrecht,Arnhem,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 19], [Spoedreparatie 8], [Geen oorzaakcode opgegeven door VWM 11]","[000], [N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud,"[[5.837341238, 52.02795246], [5.83744961, 52.02780668], [5.838764767000001, 52.02813937], [5.838863645, 52.0279816], [5.840210476, 52.02830506], [5.840292165, 52.02815263], [5.8416386739999995, 52.02844855], [5.841653203, 52.02829362], [5.843093447999999, 52.0285623], [5.843148981000001, 52.02841363], [5.844527205, 52.02865493], [5.844618529, 52.0285198], [5.8459969460000005, 52.02873333], [5.84604634, 52.02859079], [5.847456212999999, 52.0287874], [5.847495427999999, 52.02863606], [5.848920034, 52.02882491], [5.848954171, 52.02866913], [5.8503886, 52.02882366], [5.850397292, 52.02867082], [5.851846957999999, 52.02881458], [5.851814465, 52.02865327], [5.853310389, 52.02878895], [5.853292852, 52.02861885], [5.854773167, 52.02873866], [5.8547150960000005, 52.02857505], [5.856230269, 52.02865451], [5.856182898999999, 52.02849886], [5.85764218, 52.02855797], [5.857604783999999, 52.02839788], [5.859119714, 52.02842811], [5.859081051, 52.02826591], [5.860556706000001, 52.02828214], [5.860544506, 52.02811361], [5.86197155, 52.02811235], [5.861960171000001, 52.02794336], [5.863376347000001, 52.02792227], [5.86333922, 52.0277592], [5.86481738, 52.02769893], [5.864764371000001, 52.02753776], [5.866216666000001, 52.02746177], [5.866185715, 52.02730088], [5.867647357999999, 52.02720079], [5.867584265, 52.02704315], [5.869012464, 52.02691135], [5.868964056, 52.02675795], [5.870362545, 52.02660973], [5.870315436, 52.02645291], [5.871715553, 52.02630293], [5.871695664, 52.02614133], [5.873118457, 52.0259514], [5.873023508999999, 52.02579647], [5.874443437, 52.02559379], [5.874365908, 52.02543845], [5.87575941, 52.02523385], [5.875684282000001, 52.02507194], [5.877005386, 52.02468922], [5.877094756, 52.02484729], [5.87829822, 52.02432537], [5.87842127, 52.02446269], [5.87964652, 52.02395268], [5.879729746000001, 52.02409331], [5.880966637, 52.02358822], [5.881052638, 52.02372649], [5.882328492, 52.02320818], [5.882391706, 52.02337251], [5.883624982000001, 52.02284672], [5.883728144, 52.02298421], [5.884983768, 52.02246722], [5.885052829, 52.02261282], [5.886297057999999, 52.02210061], [5.886364873, 52.02224521], [5.887633437000001, 52.02173428], [5.88772098, 52.02188389], [5.888987182, 52.02139594], [5.8890579370000005, 52.02155257], [5.890364392, 52.02107302], [5.890417649, 52.02123188], [5.891752136, 52.02076881], [5.891805563999999, 52.02092178], [5.893165676000001, 52.0204929], [5.893160231, 52.02065958]]",12.0
561,561,2788634,10/8/2020,10/8/2020,16:49:00,17:09:04,"55,333","2,757,475","20,067","53,0","57,0",A,12,A12,aflopend,Harmelen,Harmelen,Utrecht,Den Haag,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.007212453, 52.07686056], [5.007352895, 52.07715986], [5.008587486000001, 52.07656326], [5.008726347, 52.07686245], [5.009963176, 52.07626714], [5.01008679, 52.07656952], [5.011338863, 52.07597101], [5.0114663880000005, 52.07627244], [5.0127142430000005, 52.07567436], [5.012838588, 52.07597693], [5.014089031, 52.07537671], [5.01420256, 52.07568626], [5.015463813999999, 52.07507904], [5.015577131000001, 52.07539952], [5.0168529610000006, 52.07480796], [5.016977717, 52.07512555], [5.018242694, 52.07453798], [5.018354513, 52.07486718], [5.019640859, 52.07428528], [5.019728583, 52.0746154], [5.021042464, 52.07403992], [5.021182507, 52.07435366], [5.022465566, 52.07383778], [5.022589216, 52.07411487], [5.023901917, 52.07364772], [5.024004125, 52.07388814], [5.025322523, 52.073448], [5.0254575710000005, 52.07365962], [5.026742532, 52.07324664], [5.027097049, 52.07341809], [5.028161756, 52.07304321], [5.028265908, 52.07324588], [5.029579854, 52.07283681], [5.029688734, 52.07303623], [5.030997524, 52.07262936], [5.031106339, 52.07282659], [5.032416409, 52.07242515], [5.032485301, 52.07262156], [5.033837653, 52.07222722], [5.034220927, 52.07236297], [5.0352564410000005, 52.0720227], [5.035649294, 52.07215012], [5.036674216000001, 52.0718156], [5.036784019, 52.07198103], [5.038090921, 52.07160572], [5.038183200000001, 52.071772499999994], [5.039606666, 52.07156034], [5.039504063, 52.07138694], [5.041029126000001, 52.07134831], [5.040917106, 52.07116792], [5.04240689, 52.07114292], [5.042330136, 52.07094888], [5.043899486, 52.07092039], [5.043743151, 52.07072981], [5.045307187, 52.07071051], [5.0451561389999995, 52.07051074], [5.046737492, 52.07049723], [5.046569127, 52.07029165], [5.048121696, 52.07028773], [5.047981771, 52.07007175], [5.049508885, 52.07007513], [5.049393915, 52.06985063], [5.050950438, 52.06985418], [5.050806045, 52.06962949], [5.052366731, 52.06963708], [5.052218147, 52.06940834], [5.053820695, 52.06941037], [5.053630292, 52.06918728], [5.055044259, 52.06896652], [5.05519517, 52.06912898], [5.05666667, 52.06885986], [5.056454628, 52.06872738], [5.058049989, 52.06857496], [5.057841739, 52.06845004], [5.0594151819999995, 52.06827733], [5.059216284, 52.06814964], [5.06077642, 52.06796151], [5.060581358, 52.06783342], [5.062130428, 52.06762862], [5.0619430560000005, 52.0675116], [5.063490248, 52.06729167], [5.063304734, 52.06718976]]",107.0
562,562,2788748,10/9/2020,10/9/2020,11:37:00,12:02:35,"60,217","2,353,746","25,583","126,2","124,2",A,12,A12,oplopend,Grijsoord,Waterberg,Utrecht,Arnhem,Schade aan wegmeubilair,"[Geen oorzaakcode opgegeven door VWM 1], [Spoedreparatie 2], [Schade aan wegmeubilair 23], [Geen oorzaakcode opgegeven door VWM 0]","[000], [N32], [M12], [000]",M12,Schade aan wegmeubilair,Schade aan infrastructuur,Falen Infra,Ongepland onderhoud,"[[5.866216666000001, 52.02746177], [5.866185715, 52.02730088], [5.867647357999999, 52.02720079], [5.867584265, 52.02704315], [5.869012464, 52.02691135], [5.868964056, 52.02675795], [5.870362545, 52.02660973], [5.870315436, 52.02645291], [5.871715553, 52.02630293], [5.871695664, 52.02614133], [5.873118457, 52.0259514], [5.873023508999999, 52.02579647], [5.874443437, 52.02559379], [5.874365908, 52.02543845], [5.87575941, 52.02523385], [5.875684282000001, 52.02507194], [5.877005386, 52.02468922], [5.877094756, 52.02484729], [5.87829822, 52.02432537], [5.87842127, 52.02446269], [5.87964652, 52.02395268], [5.879729746000001, 52.02409331], [5.880966637, 52.02358822], [5.881052638, 52.02372649], [5.882328492, 52.02320818], [5.882391706, 52.02337251], [5.883624982000001, 52.02284672], [5.883728144, 52.02298421], [5.884983768, 52.02246722], [5.885052829, 52.02261282], [5.886297057999999, 52.02210061], [5.886364873, 52.02224521], [5.887633437000001, 52.02173428], [5.88772098, 52.02188389], [5.888987182, 52.02139594], [5.8890579370000005, 52.02155257], [5.890364392, 52.02107302], [5.890417649, 52.02123188], [5.891752136, 52.02076881], [5.891805563999999, 52.02092178], [5.893165676000001, 52.0204929], [5.893160231, 52.02065958]]",12.0
563,563,2788482,10/7/2020,10/7/2020,16:34:00,16:44:06,"25,250","2,500,000","10,100","51,7","49,7",A,27,A27,oplopend,Lexmond,Everdingen,Gorinchem,Utrecht,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.019081376, 51.95270087], [5.0191691060000005, 51.95254485], [5.020314255, 51.95318191], [5.020400376, 51.95303545], [5.021595533999999, 51.95363029999999], [5.021717472, 51.95346708], [5.022900216, 51.95403199], [5.023004962, 51.95387154], [5.02425511, 51.9543689], [5.024345307, 51.95420278], [5.025628968, 51.95466733], [5.025717767, 51.95448104], [5.027031186, 51.95491655], [5.027105558, 51.95472718], [5.028447268, 51.95511661], [5.0285164060000005, 51.95491879], [5.0298800560000005, 51.95529194], [5.029935155, 51.95508445], [5.031321385, 51.95542632], [5.031363947, 51.95521568], [5.032769351000001, 51.95552448], [5.0328002089999995, 51.955310299999994], [5.034223238, 51.95560304], [5.034239256, 51.95538824], [5.0356648, 51.95565845], [5.0356981769999996, 51.95542188], [5.037150646000001, 51.95569555], [5.037132162, 51.95544476], [5.038600604, 51.95571411], [5.038585223, 51.95546359], [5.040050921000001, 51.95571277], [5.040038237, 51.95548109], [5.04150116, 51.95570247], [5.041491274, 51.95549755], [5.042951562, 51.95570128], [5.042944555, 51.95549382], [5.044401949, 51.95570007], [5.044397835, 51.95549007], [5.0458523280000005, 51.95569812], [5.045851115, 51.9554863], [5.047302664, 51.95569016], [5.047304347, 51.95547925]]",94.0
