,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
1100,1100,2789499,10/16/2020,10/16/2020,11:29:00,11:35:04,"24,267","4,000,000","6,067","50,8","46,8",A,1,A1,oplopend,Hoevelaken,Barneveld,Amsterdam,Apeldoorn,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.45610236, 52.16702287], [5.456072538, 52.16689748], [5.45753765, 52.16691956], [5.457521258, 52.16678523], [5.45897734, 52.16681119], [5.458970368999999, 52.16667577], [5.460441547, 52.16671024], [5.460421094, 52.16657385], [5.461901492000001, 52.16659944], [5.461872004, 52.16647284], [5.463362141, 52.16649379], [5.463321447, 52.16636432], [5.464812727000001, 52.16638868], [5.464771945, 52.16626118], [5.466276242, 52.16628379], [5.466221418, 52.16615284], [5.467735155, 52.16617559], [5.467670693, 52.16604343], [5.469162081, 52.16607534], [5.469120181, 52.16593514], [5.47062364, 52.16596707], [5.470569589, 52.16582639999999], [5.472050242999999, 52.16585813], [5.472019595, 52.16572085], [5.473501528, 52.16574988], [5.4734698889999995, 52.16561674], [5.474892858, 52.16565254], [5.4749203689999995, 52.16551366], [5.47637127, 52.16541286], [5.476438673, 52.16553352], [5.477821176, 52.16530691], [5.477887298, 52.16542164], [5.47928739, 52.16520349], [5.4793369929999995, 52.16531473], [5.480788544, 52.16521806], [5.480742983, 52.16509103], [5.482239025, 52.16511566], [5.482195322000001, 52.1649848], [5.483688226, 52.16500601], [5.483648388, 52.16487986], [5.485138041, 52.164899600000005], [5.4851002310000005, 52.16477352], [5.486588027000001, 52.16479402], [5.48655254, 52.16466945], [5.488037812999999, 52.16468744], [5.488009926, 52.1645711], [5.489486793999999, 52.16457682], [5.489458589, 52.1644571], [5.490935739, 52.16446602], [5.490911446, 52.16434626], [5.492385327, 52.16435858], [5.492364021, 52.16423647], [5.493835957999999, 52.16425652], [5.493816067999999, 52.16412892], [5.4952865829999995, 52.16415446], [5.495273032999999, 52.16402112], [5.496736772, 52.16405005], [5.4967256639999995, 52.16391897], [5.4981864510000005, 52.16394304], [5.498176965, 52.16380795], [5.499635516000001, 52.163833000000004], [5.499622622, 52.16369868], [5.501084558, 52.163722799999995], [5.501074977000001, 52.16358796], [5.502533712000001, 52.16361314], [5.50253186, 52.16348462], [5.503983215, 52.16350536], [5.5039767920000005, 52.16337445], [5.505432725, 52.16339757], [5.50543713, 52.1632732], [5.506882287000001, 52.163290100000005], [5.506897209, 52.16317543], [5.508333147999999, 52.16318943], [5.508346265, 52.16306871], [5.5097839870000005, 52.16308874], [5.509790726, 52.16295121], [5.511235978999999, 52.16299515], [5.511247588, 52.16286025], [5.5126908960000005, 52.16291992], [5.512707955, 52.16278081], [5.514145807999999, 52.16284469], [5.514164766, 52.16270682]]",0.0
1101,1101,2789555,10/16/2020,10/16/2020,15:39:00,15:55:06,"32,200","2,000,000","16,100","14,7","12,7",N,14,N14,oplopend,Leidschendam,A4: Leidschendam,Den Haag,Leidschendam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 16],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,[],
1102,1102,2789630,10/16/2020,10/16/2020,17:31:00,17:41:05,"20,167","2,000,000","10,083","19,8","21,8",A,58,A58,aflopend,Brug Over Het Wilhelminakanaal Hm 20.7,Oirschot,Tilburg,Eindhoven,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.3065391680000005, 51.49473298], [5.306425772, 51.49463334], [5.305306421, 51.49519494], [5.305141906, 51.49510351], [5.30408159, 51.49571632], [5.303962262, 51.49562579], [5.302936362, 51.49630979], [5.302798476, 51.49620949], [5.301867817, 51.49690276], [5.301727831, 51.49680147], [5.30090412, 51.49753677], [5.300741996, 51.49745281], [5.299921342, 51.498193799999996], [5.299770574, 51.49811289], [5.298938551, 51.49885081], [5.298785685, 51.49878211], [5.29795622, 51.49950811], [5.297813817, 51.49944244], [5.29698675, 51.50017279], [5.296866806000001, 51.50008184], [5.295985332, 51.500818599999995], [5.295897286000001, 51.50074299], [5.294965675, 51.50145339], [5.294830903, 51.50137376], [5.293867045, 51.50203404], [5.293759156, 51.50197175], [5.292749737, 51.5026009], [5.292618399, 51.5025251], [5.291565545, 51.50311161], [5.291400901, 51.5030126], [5.2903295539999995, 51.50357305], [5.290176876, 51.50345524], [5.289035051, 51.50396559], [5.288934025, 51.50384715], [5.287729033, 51.50434458], [5.287618117, 51.50423204], [5.286422994, 51.50472353], [5.2863251589999996, 51.50461021], [5.285116932, 51.50510249], [5.285016557, 51.50499293], [5.283810835, 51.50548141], [5.283724018, 51.50537093]]",0.0
1103,1103,2789545,10/16/2020,10/16/2020,15:18:00,17:19:51,"440,383","3,614,143","121,850","43,2","41,2",A,20,A20,oplopend,Nieuwerkerk Aan Den Ijssel,Moordrecht,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 122],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.600907797, 51.97160673], [4.601053107, 51.97146827], [4.602116587, 51.97212976], [4.602256745, 51.97197955], [4.603278455, 51.97263946], [4.603448708999999, 51.97250588], [4.604425976, 51.97317891], [4.604593642, 51.97305006], [4.605554742, 51.9737346], [4.605728175, 51.97360381], [4.6066889269999995, 51.97429666], [4.606854382, 51.97416014], [4.607823896, 51.97485213], [4.608009469, 51.97472277], [4.608954356, 51.97540646], [4.609129571, 51.97526837], [4.6100873060000005, 51.97596486], [4.610246705, 51.97582226], [4.611213273, 51.97652133], [4.611396581, 51.97639235], [4.612377389, 51.97709376], [4.612538188, 51.9769533], [4.613486054, 51.97763889], [4.613689818, 51.97750945], [4.614659531, 51.97821708], [4.614851609, 51.97808237], [4.615777883, 51.97878865], [4.615983559, 51.97864025], [4.616918282, 51.97935544], [4.617134672, 51.97920606], [4.618287826, 51.97977505], [4.6180910619999995, 51.97989629], [4.6193561260000005, 51.98031892], [4.619232488, 51.98044381], [4.620543083, 51.98088765], [4.620361075, 51.98102106], [4.621656241, 51.98147076], [4.6215454860000005, 51.98164527], [4.622762971, 51.98211075], [4.622493012, 51.98217678], [4.62357294, 51.98282202], [4.623768267, 51.98268936]]",0.0
1104,1104,2789340,10/15/2020,10/15/2020,7:40:00,7:54:04,"42,200","3,000,000","14,067","62,1","65,1",A,16,A16,aflopend,Breda,Princeville,Antwerpen,Rotterdam,Politieactie,"[Geen oorzaakcode opgegeven door VWM 1], [Politieactie 9], [Geen oorzaakcode opgegeven door VWM 4]","[000], [M30], [000]",M30,Politieactie,Politiecontrole,Politiecontrole,Overige oorzaken,[],
1105,1105,2789532,10/16/2020,10/16/2020,14:23:00,14:47:05,"48,167","2,000,000","24,083","52,4","50,4",A,4,A4,oplopend,Rijswijk,Den Haag-Zuid,Den Haag,Rotterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 24],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.3324718739999994, 52.03402984], [4.3327135960000005, 52.03388766], [4.383683432, 51.87236839], [4.331476878999999, 52.03335242], [4.3317108189999995, 52.03322937], [4.3848098360000005, 51.8725324], [4.330489415, 52.03267275], [4.330732573, 52.03255736], [4.385821958, 51.87286303], [4.329566046, 52.03203189999999], [4.329758214, 52.03188305], [4.328550573, 52.03129049], [4.328813317, 52.03119349], [4.327603399, 52.03058947], [4.327881873, 52.03049647], [4.326692328, 52.0298802], [4.326993772, 52.02977834], [4.325912603, 52.02920091], [4.32611591, 52.02906289999999], [4.325048398, 52.0284595], [4.325266476, 52.02831859], [4.324210056, 52.02770708], [4.324437035, 52.02756991], [4.3233942480000005, 52.02694517], [4.323642885, 52.02680532], [4.322593086, 52.02612611], [4.322885761, 52.02605166], [4.3218733810000005, 52.02537856], [4.322148367, 52.02528679], [4.321164177, 52.02457712], [4.321453547, 52.02450651], [4.3204080430000005, 52.02378216], [4.320761646, 52.02371547], [4.319808561, 52.02298625], [4.32016513, 52.02290741], [4.319534853, 52.02210091], [4.319204879, 52.02218409], [4.318925501, 52.021275700000004], [4.318599371, 52.02138246], [4.318334463, 52.02048324], [4.317993209, 52.020581], [4.317730784, 52.01967671], [4.317408674, 52.01977348], [4.317118431, 52.0188439], [4.316843713, 52.01896347]]",0.0
1106,1106,2789420,10/15/2020,10/15/2020,16:47:00,17:05:35,"37,167","2,000,000","18,583","22,0","20,0",N,325,N325,oplopend,Winkelcentrum Kronenburg,Huissen,Kleve (D),Arnhem Velperbroek,Eerder pechgeval,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder pechgeval 18]","[000], [M13]",M13,Eerder pechgeval,Defect voertuig,Incident (gestrand voertuig),Incident,[],
1107,1107,2789602,10/16/2020,10/16/2020,16:40:00,17:20:05,"105,300","2,627,027","40,083","34,8","31,8",A,28,A28,oplopend,Amersfoort-Vathorst,Nijkerk,Amersfoort,Zwolle,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 40],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.444781196, 52.21193061], [5.444971025, 52.21187766], [5.445510582000001, 52.21272687], [5.445686802999999, 52.21266032], [5.4462569620000005, 52.21354164], [5.446397331, 52.21343722], [5.4470035889999995, 52.21435665], [5.447124911, 52.21423275], [5.447834405, 52.21500844], [5.447712055, 52.21512998], [5.448548255, 52.2157946], [5.448398072000001, 52.21589405], [5.449255279, 52.21658991], [5.449080675, 52.21665831], [5.449952827000001, 52.21740167], [5.449771041, 52.21745357], [5.450591899, 52.21822619], [5.450404431, 52.21826676], [5.451194947, 52.21904699], [5.451006907999999, 52.21908879], [5.451798332, 52.21987236], [5.451598231, 52.21991378], [5.452356341000001, 52.22069561], [5.452158123999999, 52.22074709], [5.452907001, 52.22155262], [5.452722885, 52.22161197], [5.4534185520000005, 52.22236263], [5.453237509, 52.22242338], [5.453971995, 52.22322322], [5.453775447999999, 52.22326213], [5.454462218, 52.22398548], [5.45427748, 52.22404487], [5.455000385, 52.22482226], [5.454819492, 52.2248899], [5.455562839, 52.22569676], [5.455378645, 52.22576163], [5.456099522000001, 52.22653115], [5.4559095929999994, 52.22658935], [5.456645689, 52.22738026], [5.456436496, 52.22741072], [5.457175986, 52.22820468], [5.456994363, 52.22828034], [5.4577085620000005, 52.22903259], [5.457525385, 52.22910805], [5.458252707000001, 52.22987844], [5.458065407, 52.22994979], [5.458798956, 52.23072753], [5.4585978189999995, 52.23077961], [5.459323081, 52.23154222], [5.459134434, 52.23161597], [5.459876752, 52.23240279], [5.459690736000001, 52.23246721], [5.460445223, 52.23323246], [5.460266849, 52.23328125], [5.46112035, 52.234023799999996], [5.460933105, 52.23408295], [5.461869209, 52.23480722], [5.461664967999999, 52.23486719], [5.462602297999999, 52.23554716], [5.462442428999999, 52.23562693], [5.463431435, 52.23630716], [5.463279298, 52.23637198]]",0.0
1108,1108,2789498,10/16/2020,10/16/2020,11:29:00,11:33:04,"8,133","2,000,000","4,067","50,6","52,6",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.511235978999999, 52.16299515], [5.511247588, 52.16286025], [5.5126908960000005, 52.16291992], [5.512707955, 52.16278081], [5.514145807999999, 52.16284469], [5.514164766, 52.16270682], [5.515604249, 52.16280389], [5.515625362000001, 52.16268018], [5.517063975, 52.16279873], [5.517086261, 52.16267744], [5.518523831, 52.16280804], [5.518555191, 52.16269258], [5.519982631, 52.16284515], [5.520016286000001, 52.16272621], [5.521441293, 52.16288411], [5.521477236, 52.16276929], [5.522899872999999, 52.16292449], [5.522937982999999, 52.16281186], [6.6978479989999995, 52.31128642], [5.524357143, 52.16297969], [5.524394933, 52.16285468], [6.699092877999999, 52.31157208], [5.525814317999999, 52.16303604], [5.525860044, 52.16289814], [6.70050587, 52.31178824], [5.527271496, 52.16309238], [5.5273175939999994, 52.16294875], [6.701833739, 52.31152968], [5.528726742999999, 52.16316506], [5.528781221, 52.16302927], [6.702636967999999, 52.3107896], [5.530178526, 52.16325917], [5.530247577000001, 52.16313887], [6.702906934, 52.30990907], [5.531625975, 52.16337604], [5.531637092, 52.16326153], [6.703306238, 52.30905049], [5.5330689379999995, 52.16351305], [5.5330701289999995, 52.16340383], [6.704060625, 52.30828672], [5.534505597000001, 52.16367269], [5.534539474, 52.16355735], [6.7051451460000004, 52.30766551], [5.535938581, 52.16384452], [5.535937463, 52.16372851], [5.537364225, 52.16403837], [5.537395073, 52.16391101], [6.707187343999999, 52.30635352], [6.707407626, 52.30649362], [5.538789577, 52.16423307], [5.538822436, 52.16409629], [6.7083442920000005, 52.30580147], [6.708543103999999, 52.30594099], [5.540215304, 52.16442675], [5.540228992, 52.16429692], [6.709496587, 52.30524579], [6.709659342, 52.30539516]]",0.0
1109,1109,2789297,10/14/2020,10/14/2020,17:53:00,17:57:16,"8,533","2,000,000","4,267","65,2","67,2",A,27,A27,aflopend,Houtensebrug,Nieuwegein,Utrecht,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.117204936, 52.00810841], [5.116992271, 52.00812401], [5.117632606, 52.00892388], [5.1174303, 52.00896726], [5.118100514, 52.00977663], [5.117872921, 52.00981499], [5.118670206, 52.01072734], [5.11843862, 52.01077736], [5.119205931000001, 52.01158682], [5.1189730419999995, 52.01162765], [5.119717124, 52.01241605], [5.1195026089999995, 52.01246248], [5.120272778, 52.01322814], [5.120090253, 52.01329326], [5.120882109, 52.01406824], [5.120691573999999, 52.01412287], [5.12147266, 52.0148441], [5.121296645, 52.01490853], [5.122143287, 52.01567241], [5.121946641, 52.01572492], [5.12281297, 52.01644276], [5.122630124, 52.01651613], [5.123516646000001, 52.01724552], [5.123230693, 52.0172042], [5.124227355, 52.01800353], [5.124013075, 52.01806582], [5.124836997, 52.01865736], [5.124769936, 52.01890455], [5.125664319, 52.01955414], [5.125297508, 52.0194657], [5.126051111000001, 52.0202816], [5.1263625710000005, 52.020329700000005], [5.126823379, 52.021132200000004], [5.127039461, 52.02109272], [5.1275519439999995, 52.02193659], [5.127745242, 52.0218771], [5.12827068, 52.02273952], [5.128455348, 52.02266625], [5.128990737, 52.02353522], [5.129161367, 52.02345082], [5.129676522, 52.02430276], [5.129866036, 52.02423386]]",0.0
1110,1110,2789580,10/16/2020,10/16/2020,16:11:00,17:17:08,"222,317","3,361,643","66,133","62,1","60,1",A,6,A6,oplopend,Almere-Oostvaarders,Lelystad,Muiden,Lelystad,Spitsfile (met ongeval),"[Geen oorzaakcode opgegeven door VWM 10], [Ongeval(len) 22], [Geen oorzaakcode opgegeven door VWM 35]","[000], [ACI], [000]",1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.329772216, 52.39335291], [5.330348774, 52.39282955], [5.331035668999999, 52.39384672], [5.331712241, 52.39333096], [5.332264084, 52.39433897], [5.332936735, 52.39378039], [5.3334798580000005, 52.39484647], [5.334114621, 52.39421879], [5.3346886630000006, 52.39533205], [5.335333918, 52.39466945], [5.335939367, 52.39583006], [5.336616695, 52.39514348], [5.337801175, 52.39559728], [5.337173188, 52.39628954], [5.3391431680000005, 52.39610038], [5.3384203569999995, 52.39676598], [5.340469677, 52.39660265], [5.339754548999999, 52.39729443], [5.341602719, 52.39703272], [5.340907703, 52.39775051], [5.342829327, 52.39749581], [5.342120262, 52.39822901], [5.344186219, 52.39801019], [5.343325518, 52.39870316], [5.345450507, 52.39849056], [5.344593649, 52.39920184], [5.346678426, 52.39895715], [5.346040383, 52.39977022], [5.347921584, 52.39943288], [5.347081291, 52.40017915], [5.349153799, 52.39990295], [5.34829983, 52.40065784], [5.350190251, 52.40030148], [5.349536564, 52.40114472], [5.35076252, 52.40163832], [5.351698394, 52.40086971], [5.351970196, 52.40215006], [5.352894647, 52.40129848], [5.353219336, 52.40262337], [5.354137451000001, 52.40177748], [5.3544685030000005, 52.40309667], [5.355354519, 52.40226253]]",0.0
1111,1111,2789527,10/16/2020,10/16/2020,13:46:00,14:15:36,"59,200","2,000,000","29,600","52,4","50,4",A,4,A4,oplopend,Rijswijk,Den Haag-Zuid,Den Haag,Rotterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 30],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.3324718739999994, 52.03402984], [4.3327135960000005, 52.03388766], [4.383683432, 51.87236839], [4.331476878999999, 52.03335242], [4.3317108189999995, 52.03322937], [4.3848098360000005, 51.8725324], [4.330489415, 52.03267275], [4.330732573, 52.03255736], [4.385821958, 51.87286303], [4.329566046, 52.03203189999999], [4.329758214, 52.03188305], [4.328550573, 52.03129049], [4.328813317, 52.03119349], [4.327603399, 52.03058947], [4.327881873, 52.03049647], [4.326692328, 52.0298802], [4.326993772, 52.02977834], [4.325912603, 52.02920091], [4.32611591, 52.02906289999999], [4.325048398, 52.0284595], [4.325266476, 52.02831859], [4.324210056, 52.02770708], [4.324437035, 52.02756991], [4.3233942480000005, 52.02694517], [4.323642885, 52.02680532], [4.322593086, 52.02612611], [4.322885761, 52.02605166], [4.3218733810000005, 52.02537856], [4.322148367, 52.02528679], [4.321164177, 52.02457712], [4.321453547, 52.02450651], [4.3204080430000005, 52.02378216], [4.320761646, 52.02371547], [4.319808561, 52.02298625], [4.32016513, 52.02290741], [4.319534853, 52.02210091], [4.319204879, 52.02218409], [4.318925501, 52.021275700000004], [4.318599371, 52.02138246], [4.318334463, 52.02048324], [4.317993209, 52.020581], [4.317730784, 52.01967671], [4.317408674, 52.01977348], [4.317118431, 52.0188439], [4.316843713, 52.01896347]]",0.0
1112,1112,2789578,10/16/2020,10/16/2020,16:11:00,17:15:05,"314,950","4,914,694","64,083","79,6","77,6",A,15,A15,oplopend,Papendrecht,Sliedrecht-West,Ridderkerk,Gorinchem,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 23], [Ongeval(len) 23], [Eerder(e) ongeval(len) 18]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[4.700453783, 51.84197694], [4.70059974, 51.84213385], [4.701836653, 51.84160391], [4.70202772, 51.84175098], [4.703125034, 51.84127004], [4.703335737, 51.84142855], [4.704469111, 51.84093851], [4.704696393, 51.84109387], [4.7060583430000005, 51.84076631], [4.7058358380000005, 51.84061921], [4.707400371, 51.84044599], [4.707181609, 51.84030645], [4.7087555739999996, 51.84012251], [4.708535151, 51.83999187], [4.710074003, 51.83981059], [4.709895155, 51.83967578], [4.711390284, 51.83949935], [4.71125514, 51.83935966], [4.71271893, 51.83918675], [4.712621699, 51.83904509], [4.71408821, 51.83886964], [4.713981672, 51.83872429], [4.715426461, 51.83855851], [4.715347732, 51.83842497], [4.716789435, 51.83824135], [4.716717956, 51.83812647], [4.718144272, 51.83792561], [4.718087605, 51.83782145], [4.719733931, 51.83755511], [4.719666228, 51.83746109], [4.721091937, 51.83724009], [4.721025374, 51.83714045], [4.722407167, 51.83695338], [4.722317608, 51.83683772], [4.723705386000001, 51.83664912], [4.7236195069999996, 51.83653272], [4.725060386, 51.83633152], [4.724978068, 51.83621442], [4.726321793, 51.83603584], [4.726228333, 51.83592148], [4.727583372, 51.83574011], [4.727475319, 51.83562929]]",0.0
1113,1113,2789661,10/16/2020,10/16/2020,22:11:00,22:19:13,"16,433","2,000,000","8,217","60,5","58,5",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 0], [Spoedreparatie 8]","[000], [N32]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud,"[[4.341426564, 51.96967104], [4.3411773160000005, 51.96961841], [4.3419978189999995, 51.96884443], [4.341739174, 51.96878931], [4.34253886, 51.96801018], [4.34229081, 51.96795770000001], [4.343051518, 51.96716906], [4.342806062, 51.96711718], [4.343546366, 51.96632388], [4.343295095, 51.96627069], [4.344011948, 51.96547235], [4.343757813, 51.96541863], [4.344454006, 51.96461605], [4.3441918919999996, 51.96456083], [4.344884691, 51.96375753], [4.344616945, 51.96370124], [4.345291626, 51.96289462], [4.345039664, 51.96284123], [4.345720915, 51.96203588], [4.345462077, 51.96198116], [4.346159039, 51.96117882], [4.345907245, 51.96112547], [4.346618001, 51.96032593], [4.3463585060000005, 51.96027104], [4.347091527, 51.95947608], [4.346827939, 51.95942032], [4.347571015, 51.95862751], [4.347310094, 51.95857237], [4.348068013, 51.95778281], [4.347806706, 51.95772756], [4.348580378, 51.95694161], [4.348322822, 51.95688727], [4.349116321, 51.95610607], [4.348851305, 51.95604989], [4.349680739, 51.95527768], [4.349417068999999, 51.95522203], [4.350271277, 51.95445638], [4.350011573, 51.95440173], [4.350874543, 51.95363852], [4.3506098710000005, 51.95358249], [4.351475505, 51.95282002], [4.3512181210000005, 51.95276604]]",0.0
1114,1114,2789400,10/15/2020,10/15/2020,15:57:00,16:05:05,"16,167","2,000,000","8,083","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.355260006, 52.04647034], [4.355597949, 52.04636623], [4.3541239019999995, 52.04586831], [4.354468651, 52.04581665], [4.3532399139999995, 52.04521863], [4.352996363, 52.04533227], [4.352037328, 52.04471663], [4.351840413, 52.04481943], [4.35085377, 52.04419667], [4.350699243, 52.04430968], [4.349514283, 52.04378594], [4.349689122, 52.04366078], [4.348329952, 52.04326203], [4.348524964, 52.04312445], [4.347173527, 52.04271523], [4.347371516, 52.0425794], [4.346235202, 52.04202086], [4.346034509, 52.04215444], [4.3451187319999995, 52.04144766], [4.344916556, 52.04157792], [4.344026256, 52.04085682], [4.343827642, 52.04098057], [4.342954934, 52.04025143], [4.342747855, 52.04037691], [4.341898446, 52.03963622], [4.341686011, 52.03976134], [4.340855985, 52.03901204], [4.340630474, 52.03914158], [4.339822859, 52.03838193], [4.339600303, 52.03850975], [4.338582462, 52.03787427], [4.338790872, 52.03775112], [4.337560783, 52.03723334], [4.337757783, 52.03712127], [4.336545284, 52.03658868], [4.336745328, 52.03647854], [4.335526337, 52.03594622], [4.3357449169999995, 52.03583619], [4.334733942, 52.03519247], [4.334505172, 52.03530262], [4.380839882, 51.87274953], [4.3335147780000005, 52.03467928], [4.33372413, 52.03454146], [4.382208081, 51.87244049]]",0.0
